,DataTableID,Species,Sub_species,Citation_key,Spatial_locality,Temporal_locality,Locality_name,Singular_country,Multiple_countries,Wider_population,Locality_area,Locality_area_units,Study_year_start,Study_year_end,N_observations,Field_method,Modelling_method,Population_metric,Density_scale,Population_start,PS_dispersion_estimate,PS_dispersion_lower,PS_dispersion_upper,Population_end,PE_dispersion_estimate,PE_dispersion_lower,PE_dispersion_upper,PS_PE_dispersion_description,Quantitative_trend,Quantitative_method,Other_quantitative_descriptor,Dispersion_description,Dispersion_estimate,Dispersion_lower,Dispersion_upper,Significance_reported,Test_statistic,Significance,Significant_trend,Time_lapse,Qualitative,Other_driver_of_trend,Comment,Possible_issues,Genetic_data,Harvest_data,Invasive_species,Record_labelled_inaccurate,Asymptotic_growth,Metric_unusual,Peer_review,Date_missing,Coordinate_comment,Latitude,Longitude,Source
1,2323,Ursus maritimus,NA,Hunter2010,1,1,"southern Beaufort Sea,",NA,Canada; United States,NA,NA,NA,2001,2006,NA,Individuals identified,Matrix modelling/Non-population estimate derived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,71.56,-144.64,Georeferenced - manually adjusted
2,1167,Panthera onca,NA,Paviolo2008554,1,1,Iguazú National Park,NA,Argentina; Brazil,Atlantic Forest,9234,km2,1995,2007,2,Individuals identified,Model derived abundance/density,Abundance,NA,NA,NA,NA,NA,NA,NA,25,35,Range,0.315,Fold change,NA,NA,NA,0.13,0.5,NA,NA,NA,FALSE,12,Decrease,NA,Data based on estimates taken from 2004-2007 (study end = 2007) compared to estimated population from 1995. Used mid point in ranfe of decrease fold difference = 0.13 - 0.5,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,-25.648316,-54.2857469,Georeferenced - automatically
3,1740,Ursus arctos,NA,Chestin199257,1,1,Union of Soviet Socialist Republics,NA,"Armenia; Azerbaijan; Belarus; Estonia; Georgia; Kazakhstan; Kyrgyzstan; Latvia; Lithuania; Moldova; Republic of, Russian Federation; Tajikistan; Turkmenistan; Ukraine; Uzbekistan",NA,NA,NA,1960,1990,NA,Undefined,Undefined,Abundance,NA,105000,NA,NA,NA,130000,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Original is robust,60,98,Georeferenced - automatically
4,2261,Lynx lynx,NA,VanAlstvne2001181,1,1,Sumava Mountains,NA,Austria; Czech Republic; Germany,NA,NA,NA,1990,1999,NA,Undefined,Undefined,Other,NA,20,NA,NA,NA,70,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,49.1,13.1,Georeferenced - manually adjusted
5,1903,Lynx lynx,NA,ISIA1996UX47700004,1,1,Bialowieza Primeval Forest,NA,Belarus; Poland,NA,1250,km2,1869,1938,NA,Undefined,Model derived abundance/density,Abundance,NA,10,NA,NA,NA,76,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,53.08333333,24.20833333,Within study - calculted centroid
6,2206,Lynx lynx,NA,Sindicic20131009,1,1,Dinaric,NA,Bosnia and Herzegovina; Croatia; Slovenia,Eastern Europe,NA,NA,1979,2010,NA,Individuals identified,Model derived abundance/density,Abundance,NA,22.9,NA,13.8,45.1,10.9,NA,7.2,16.8,95% CI,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,"Used dates 1979, 1995 (mid-point), 2010",NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - location is approximate,43.95,16.58,Georeferenced - automatically
7,1958,Canis aureus,NA,Krofel2017,1,1,Europe,NA,Bulgaria; Greece; Serbia; Slovenia,NA,NA,NA,1950,2000,0,Undefined,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,51,10,Georeferenced - automatically
8,1959,Canis lupus,NA,Krofel2017,1,1,Europe,NA,Bulgaria; Greece; Serbia; Slovenia,NA,NA,NA,1950,2000,0,Undefined,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,51,10,Georeferenced - automatically
9,1168,Ursus americanus,NA,Garshelis20061,1,1,North America (Excluding Mexico and Alaska),NA,Canada; United States,NA,NA,NA,1988,2001,8,Undefined,Accounted for effort,Abundance,NA,610000,NA,463000,760000,780000,NA,560000,940000,95% CI,0.02,R trend,NA,other,0.84,NA,NA,Yes,NA,1.00E-04,TRUE,1,Stable,NA,"no dispersion around trend, but r2 provided",NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Original is robust,40.87589,-81.40234,Georeferenced - automatically
10,1719,Canis lupus,NA,Boertje2017429,1,1,East-central Alaska,NA,Canada; United States,Alaska and Canada,50000,km2,1992,2000,NA,Individuals identified,Model derived abundance/density,Density,1000km2,6.4,NA,NA,NA,7.7,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,"Mixed field method, but seem robust",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,64,-143,Within study - reported centroid
11,1819,Ursus arctos,NA,Hovey19961409,1,1,Flathead River,NA,Canada; United States,British colombia and Montana,3000,km2,1979,1994,15,Individuals identified,Matrix modelling/Non-population estimate derived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.085,Lambda,NA,SE,0.026,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,49,-114.5,Within study - reported centroid
12,1965,Puma concolor,NA,Lambert2006246,1,1,Pacific Northwest,NA,Canada; United States,NA,3820,km2,1998,2003,6,Individuals identified,Matrix modelling/Non-population estimate derived,Density,100km2,1.47,NA,NA,NA,0.85,NA,NA,NA,NA,0.8,Lambda,Stochastic growth rate,NA,0.11,NA,NA,NA,NA,NA,FALSE,1,Decrease,NA,Stochastic finite,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,45.84,-120.48,Georeferenced - manually adjusted
13,2023,Ursus arctos,NA,Mace2012119,1,1,Northern continental divide ecosystem,NA,Canada; United States,"Montana, British Columbia, Alberta",24000,km2,2004,2009,6,Individuals identified,Matrix modelling/Non-population estimate derived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.031,Lambda,NA,95% CI,NA,0.928,1.102,NA,NA,NA,FALSE,1,Increase,NA,NA,Asymptotic,NA,NA,NA,NA,1,NA,1,NA,Checked - Location refined,48.2,-113.5,Georeferenced - manually adjusted
14,2038,Ursus arctos,NA,McLellan2015749,1,2,Flathead river,NA,Canada; United States,British columbia and Montana,NA,NA,1989,1998,10,Individuals identified,Matrix modelling/Non-population estimate derived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,Lambda,NA,95% CI,NA,1.027,1.125,NA,NA,NA,FALSE,1,Increase,NA,NA,"Asymptotic. Two lambdas are available, depending on whetehr cubs suvived spring or not, reported mid-point",NA,NA,NA,NA,1,NA,1,NA,NA,49,-114.7916667,Within study - reported centroid
15,2039,Ursus arctos,NA,McLellan2015749,1,3,Flathead river,NA,Canada; United States,British Columbia and Montana,NA,NA,1999,2010,12,Individuals identified,Matrix modelling/Non-population estimate derived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.975,Lambda,NA,95% CI,0.98,0.892,1.058,NA,NA,NA,FALSE,1,Decrease,NA,NA,"Asymptotic. Two lambdas are available, depending on whetehr cubs suvived spring or not, reported mid-point",NA,NA,NA,NA,1,NA,1,NA,NA,49,-114.7916667,Within study - reported centroid
16,2042,Canis lupus,NA,Mech2018,1,1,northeastern Minnesota,NA,Canada; United States,Ontario and Minnesota,2060,km2,1982,2016,NA,Undefined,Field values,Abundance,NA,47,NA,NA,NA,NA,NA,25,34,Range,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Varied: both declines and recoveries present,NA,Mixed smapling method. Probs warrants unsystamatic undirect or undefined,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,48,-92,Within study - reported centroid
17,2096,Canis lupus,NA,Pletscher1997459,1,1,Flathead river,NA,Canada; United States,Montana & Britissh Colombia,NA,NA,1982,1994,NA,Individuals identified,Total count,Abundance,NA,2,NA,NA,NA,21,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,No vairance on estimate so data table entered,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,48.2705548,-114.2209481,Georeferenced - automatically
18,2299,Ursus arctos,NA,McLellan2015749,1,1,Flathead river,NA,Canada; United States,British Columbia and Montana,NA,NA,1979,1988,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.074,Lambda,NA,95% CI,NA,0.985,1.151,NA,NA,NA,FALSE,1,Increase,NA,NA,Asymptotic,NA,NA,NA,NA,1,NA,1,NA,NA,49,-114.7916667,Within study - reported centroid
19,1535,Ursus arctos,NA,Chapron2014,1,1,Pyrenean,NA,France; Spain,Europe,NA,NA,1950,2012,2,Undefined - direct observations,Undefined,Abundance,NA,70,NA,NA,NA,NA,NA,22,27,Range,0.3,Fold change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,62,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,42.72,-0.05,Georeferenced - manually adjusted
20,981,Panthera tigris,NA,Thapa2017,1,1,Bardia National Park,NA,India; Nepal,Terai,81.9,km2,2006,2016,NA,Individuals identified,Field values,Abundance,NA,6,NA,NA,NA,15,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,"The paper does not explicitly describe the population trend, it only graphs it. Manueal value calcuated",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,39.86595,-75.17879,Georeferenced - automatically
21,982,Panthera tigris,NA,Thapa2017,1,1,Suklaphanta National Park,NA,India; Nepal,Terai,133.36,km2,2009,2014,NA,Individuals identified,Field values,Abundance,NA,5,NA,NA,NA,13,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,"The paper does not explicitly describe the population trend, it only graphs it. Manueal value calcuated",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,28.9234554,80.3153584,Georeferenced - automatically
22,1488,Lynx lynx,NA,Chapron2014,1,1,Balkan,NA,Montenegro; Serbia,Europe,NA,NA,1950,2012,2,Undefined - indirect observations,Undefined,Abundance,NA,80,NA,NA,NA,NA,NA,15,25,Range,0.2,Fold change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,62,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,42.7083333,24.95,Georeferenced - automatically
23,1071,Canis lupus,NA,Wabakken2001710,1,1,Scandanavian peninsula,NA,Norway; Sweden,NA,837000,km2,1980,1998,20,Unsystematic - indirect observations,Field values,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,Lambda,NA,SD,0.017,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,"""Considering only the period when the population actually increased, 1990-1991 to 1997-1998, the mean annual rate of population increase was 29% (?=1.29 ±0.035)"".",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,63.83333333,18,Within study - calculted centroid
24,10,Puma concolor,NA,AndersonJr2005179,1,1,"Snowy Range, Wyoming",United States,NA,NA,2760,km2,1997,2003,NA,Individuals identified,Model derived abundance/density,Abundance,NA,58,NA,36,81,59,NA,42,76,90% CI,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Varied: both declines and recoveries present,NA,"There is discussion of another population (Laramie), but no mention of its population trend",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,41.3222487,-106.172769,Georeferenced - automatically
25,13,Ursus arctos,NA,ISI000365645600003,1,1,Finland,Finland,NA,NA,NA,NA,1865,1875,NA,Unsystematic - direct observations,Model derived abundance/density,Abundance,NA,901.3,NA,NA,NA,956.9,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,63.9102958,25.0120168,Georeferenced - automatically
26,19,Ursus arctos,NA,ISI000365645600003,1,2,Finland,Finland,NA,NA,NA,NA,1876,1905,NA,Unsystematic - direct observations,Model derived abundance/density,Abundance,NA,956.9,NA,NA,NA,327,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,63.9102958,25.0120168,Georeferenced - automatically
27,20,Ursus arctos,NA,ISI000365645600003,1,3,Finland,Finland,NA,NA,NA,NA,1905,1915,NA,Unsystematic - direct observations,Model derived abundance/density,Abundance,NA,327,NA,NA,NA,129,NA,43,387,Range,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,63.9102958,25.0120168,Georeferenced - automatically
28,964,Vulpes macrotis,mutica,Rails1997,1,1,Bakersfield,United States,NA,San Joaquin Valley,NA,NA,1970,1994,17,Systematic - direct observations,Field values,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,35.6425105,-86.9871783,Georeferenced - automatically
29,965,Panthera tigris,NA,Aranth2006,1,1,Nagarahole Reserve,India,NA,Karnataka,231,km2,1996,2000,4,Individuals identified,Model derived abundance/density,Abundance,NA,27,1.4,NA,NA,30,2.1,NA,NA,SE,1.03,Lambda,NA,SE,0.02,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,12.0022395,76.2029336,Georeferenced - automatically
30,966,Vulpes vulpes,NA,Helldin2006657,1,1,Grimso Wildlife Research Area,Sweden,NA,Grimso,140,km2,1995,2004,9,Individuals identified,Field values,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,R trend,NA,SE,0.04,NA,NA,NA,NA,NA,FALSE,1,Stable,NA,"Population density also measured by an index based on number of Vulpes vulpes litters assessed as number of active dens found during annual den checks. (linear regssion: -0.11, SE±0.02, p=0.003)","Population density also measured by an index based on number of Vulpes vulpes litters assessed as number of active dens found during annual den checks. (linear regssion: -0.11, SE±0.02, p=0.003)",NA,NA,NA,NA,NA,1,1,NA,NA,59.66666667,15.5,Within study - reported centroid
31,967,Puma concolor,NA,Logan2001,1,1,"Reference Area - San Andres Mountains, New Mexico",United States,NA,NA,NA,NA,1989,1995,7,Undefined,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,R trend,NA,SE,0.02,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,33.08091,-106.64695,Georeferenced - automatically
32,968,Puma concolor,NA,Logan2001,1,1,"Treatment Area - San Andres, New Mexico",United States,NA,NA,NA,NA,1988,1991,3,Undefined,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,R trend,NA,SE,0.04,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,35.631527,-105.974179,Georeferenced - automatically
33,969,Panthera tigris,NA,Majumder2017,1,1,Pench Tiger Reserve,India,NA,Madhya Pradesh,274.4,km2,2008,2013,6,Individuals identified,Model derived abundance/density,Density,100km2,22.1,4.4,NA,NA,25.9,2.6,NA,NA,SE,1.15,Lambda,NA,SE,0.11,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,"First sampling period exlcuded as it is based on a dffierent area, so starting year = 2008",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,21.78333333,79.39166667,Within study - calculted centroid
34,970,Prionailurus bengalensis,euptilura,Murayama2008,1,2,Northern Kanijima,Japan,NA,Tsushima Island,NA,NA,1998,2006,9,Systematic - indirect observations,Model occupancy,Abundance,NA,NA,NA,83.6,114.5,NA,NA,NA,NA,Range,0.09,R trend,NA,SD,0.114,NA,NA,NA,NA,NA,FALSE,1,Stable,NA,"Not peer-reviewd. Data taken from 2 different sources and analysed as part of thesis. Not peer-reveiwed, but methods apppear relatively robust. Although, trend is the deterministic rate, rather than obserrved",Not peer-reviewed,NA,NA,NA,NA,NA,NA,0,NA,Checked - Location refined,34.25,133.18,Georeferenced - manually adjusted
35,971,Puma concolor,NA,Logan2001,1,2,"Treatment Area - San Andres, New Mexico",United States,NA,NA,NA,NA,1992,1995,3,Undefined,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,R trend,NA,SE,0.12,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,35.631527,-105.974179,Georeferenced - automatically
36,975,Panthera pardus,orientalis,Jiang2017142,1,1,Northeast China,China,NA,NA,73659,km2,1998,2015,2,Systematic - indirect observations,Model derived abundance/density,Abundance,NA,10,NA,NA,NA,42,NA,NA,NA,NA,1.08,Lambda,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,"No mention of the number of observations lambda is based on, or a measure of dispersion around lambda",NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - location is approximate,46.4097992,127.6152447,Georeferenced - automatically
37,976,Panthera tigris,altaica,Jiang2017142,1,1,Northeast China,China,NA,NA,73659,km2,1999,2015,2,Systematic - indirect observations,Model derived abundance/density,Abundance,NA,14,NA,NA,NA,27,NA,NA,NA,NA,1.04,Lambda,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Stable,NA,"No mention of the number of observations lambda is based on, or a measure of dispersion around lambda",NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - location is approximate,46.4097992,127.6152447,Georeferenced - automatically
38,977,Canis aureus,NA,Stoyanov2012,1,1,Bulgaria,Bulgaria,NA,NA,NA,NA,1988,2006,20,Unsystematic - direct observations,Undefined,Abundance,NA,5000,NA,NA,NA,34058,2492,NA,NA,SD,1.133,Lambda,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,No dispersion description for lambda.,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,41.6343859,25.377078,Georeferenced - automatically
39,978,Canis aureus,NA,Giannatos2006,1,1,Peloponnese,Greece,NA,NA,NA,NA,1976,2001,2,Unsystematic - indirect observations,Field values,Abundance,NA,NA,NA,517,1049,NA,NA,NA,NA,Range,10,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,25,Decrease,NA,"Table 1 compares the number of hunted jackals in a 5 year period, compared to minimum number of groups in the 2000 survey. Clearly measuring different things. Only qualitative values should be used",NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Original is robust,37.2528536,22.2326024,Georeferenced - automatically
40,979,Panthera leo,NA,Grange201216,1,1,Hluhluwe,South Africa,NA,Hluhluwe-iMfozozi Park,300,km2,1983,2010,NA,Systematic - undefined,Field values,Abundance,NA,17,NA,NA,NA,56,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,-28.21666667,32.26666667,Within study - calculted centroid
41,983,Canis latrans,NA,Linhart1973,1,1,Washington,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Decrease,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,38.8948932,-77.0365529,Georeferenced - automatically
42,984,Canis latrans,NA,Linhart1973,1,1,Oregon,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Decrease,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,39.9869407,-95.1449753,Georeferenced - automatically
43,985,Canis latrans,NA,Linhart1973,1,1,California,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,40.0657724,-79.8918436,Georeferenced - automatically
44,986,Canis latrans,NA,Linhart1973,1,1,Idaho,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Decrease,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,29.6930211,-95.3704613,Georeferenced - automatically
45,987,Canis latrans,NA,Linhart1973,1,1,Nevada,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Decrease,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,40.8192237,-83.1304704,Georeferenced - automatically
46,988,Canis latrans,NA,Linhart1973,1,1,Montana,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,32.4873968,-114.7529645,Georeferenced - automatically
47,989,Canis latrans,NA,Linhart1973,1,1,Wyoming,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,39.1181681,-75.5588139,Georeferenced - automatically
48,990,Canis latrans,NA,Linhart1973,1,1,Utah,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Decrease,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,36.06641,-106.2700268,Georeferenced - automatically
49,991,Canis latrans,NA,Linhart1973,1,1,Arizona,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Decrease,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,18.2914571,-66.8872167,Georeferenced - automatically
50,992,Canis latrans,NA,Linhart1973,1,1,New Mexico,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,36.0652997,-94.1473269,Georeferenced - automatically
51,993,Canis latrans,NA,Linhart1973,1,1,Colorado,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,39.6796152,-104.9376995,Georeferenced - automatically
52,994,Canis latrans,NA,Linhart1973,1,1,North Dakota,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Decrease,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,30.531948,-98.357334,Georeferenced - automatically
53,995,Canis latrans,NA,Linhart1973,1,1,South Dakota,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,30.528989,-98.357235,Georeferenced - automatically
54,996,Canis latrans,NA,Linhart1973,1,1,Nebraska,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,35.1177919,-90.0602105,Georeferenced - automatically
55,997,Canis latrans,NA,Linhart1973,1,1,Kansas,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Decrease,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,39.5528129,-87.9394779,Georeferenced - automatically
