,DataTableID,Species,Sub_species,Citation_key,Spatial_locality,Temporal_locality,Locality_name,Singular_country,Multiple_countries,Wider_population,Locality_area,Locality_area_units,Study_year_start,Study_year_end,N_observations,Field_method,Modelling_method,Population_metric,Density_scale,Population_start,PS_dispersion_estimate,PS_dispersion_lower,PS_dispersion_upper,Population_end,PE_dispersion_estimate,PE_dispersion_lower,PE_dispersion_upper,PS_PE_dispersion_description,Quantitative_trend,Quantitative_method,Other_quantitative_descriptor,Dispersion_description,Dispersion_estimate,Dispersion_lower,Dispersion_upper,Significance_reported,Test_statistic,Significance,Significant_trend,Time_lapse,Qualitative,Other_driver_of_trend,Comment,Possible_issues,Genetic_data,Harvest_data,Invasive_species,Record_labelled_inaccurate,Asymptotic_growth,Metric_unusual,Peer_review,Date_missing,Coordinate_comment,Latitude,Longitude,Source
215,1232,Lynx rufus,NA,Roberts2010169,1,1,California,United States,NA,North America,330614,km2,1981,2008,1,Undefined,Undefined,Abundance,NA,NA,NA,NA,NA,NA,NA,69429,72735,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,Management/threat are not discussed on a state level so cannot be applied,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,40.0657724,-79.8918436,Georeferenced - automatically
216,1233,Lynx rufus,NA,Roberts2010169,1,1,Maine,United States,NA,North America,40000,km2,1981,2008,0,Undefined,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,Management/threat are not discussed on a state level so cannot be applied,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,42.357427,-83.358922,Georeferenced - automatically
217,1234,Lynx rufus,NA,Roberts2010169,1,1,Nevada,United States,NA,North America,284449,km2,1981,2008,0,Undefined - direct observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Varied: both declines and recoveries present,NA,Management/threat are not discussed on a state level so cannot be applied,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,40.8192237,-83.1304704,Georeferenced - automatically
218,1235,Lynx rufus,NA,Roberts2010169,1,1,New Mexico,United States,NA,North America,181243,km2,1981,2008,1,Undefined,Undefined,Abundance,NA,NA,NA,NA,NA,NA,NA,36249,54373,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unknown,NA,Management/threat are not discussed on a state level so cannot be applied. Trend described as unknown or data deficient,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,36.0652997,-94.1473269,Georeferenced - automatically
219,1236,Lynx rufus,NA,Roberts2010169,1,1,South Carolina,United States,NA,North America,56773,km2,1981,2008,1,Undefined,Undefined,Abundance,NA,NA,NA,NA,NA,NA,NA,40552,94622,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,Management/threat are not discussed on a state level so cannot be applied,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Original is robust,33.6874388,-80.4363743,Georeferenced - automatically
220,1237,Lynx rufus,NA,Roberts2010169,1,1,Tennessee,United States,NA,North America,106739,km2,1981,2008,0,Undefined - direct observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,Management/threat are not discussed on a state level so cannot be applied,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,31.115857,-97.323811,Georeferenced - automatically
221,1238,Lynx rufus,NA,Roberts2010169,1,1,Texas,United States,NA,North America,495594,km2,1981,2008,1,Undefined - direct observations,Undefined,Abundance,NA,NA,NA,NA,NA,NA,NA,287444,1357928,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,Management/threat are not discussed on a state level so cannot be applied,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,41.5350719,-77.2527545,Georeferenced - automatically
222,1239,Lynx rufus,NA,Roberts2010169,1,1,Utah,United States,NA,North America,202020,km2,1981,2008,0,Undefined - direct observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,Management/threat are not discussed on a state level so cannot be applied,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,36.06641,-106.2700268,Georeferenced - automatically
223,1240,Lynx rufus,NA,Roberts2010169,1,1,Washington,United States,NA,North America,170000,km2,1981,2008,0,Undefined - direct observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,Management/threat are not discussed on a state level so cannot be applied,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,38.8948932,-77.0365529,Georeferenced - automatically
224,1241,Lynx rufus,NA,Roberts2010169,1,1,British Columbia,Canada,NA,North America,NA,km2,1981,2008,0,Undefined - direct observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,Management/threat are not discussed on a state level so cannot be applied,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Original is robust,55.001251,-125.002441,Georeferenced - automatically
225,1242,Lynx rufus,NA,Roberts2010169,1,1,Manitoba,Canada,NA,North America,NA,km2,1981,2008,0,Undefined,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,Management/threat are not discussed on a state level so cannot be applied,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,45.5288183,-73.6161159,Georeferenced - automatically
226,1243,Lynx rufus,NA,Roberts2010169,1,1,Ontario,Canada,NA,North America,400015,km2,1981,2008,0,Undefined - direct observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,Management/threat are not discussed on a state level so cannot be applied,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,43.4475287,-80.5158618,Georeferenced - automatically
227,1244,Lynx rufus,NA,Roberts2010169,1,1,Saskatchewan,Canada,NA,North America,248639,km2,1981,2008,0,Undefined,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,Management/threat are not discussed on a state level so cannot be applied,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,53.1869562,-105.7210493,Georeferenced - automatically
228,1245,Lynx rufus,NA,Roberts2010169,1,1,Quebec,Canada,NA,North America,55000,km2,1981,2008,0,Undefined - indirect observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Varied: both declines and recoveries present,NA,Management/threat are not discussed on a state level so cannot be applied,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,43.6707678,-79.3737474,Georeferenced - automatically
229,1246,Lynx rufus,NA,Roberts2010169,1,1,Arkansas,United States,NA,North America,134874,km2,1981,2008,1,Undefined - indirect observations,Undefined,Abundance,NA,NA,NA,NA,NA,14049,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unknown,NA,Management/threat are not discussed on a state level so cannot be applied. Trend described as unknown or data deficient,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,29.841267,-95.339522,Georeferenced - automatically
230,1247,Lynx rufus,NA,Roberts2010169,1,1,Colorado,United States,NA,North America,NA,km2,1981,2008,0,Undefined,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unknown,NA,Management/threat are not discussed on a state level so cannot be applied. Trend described as unknown or data deficient,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,39.6796152,-104.9376995,Georeferenced - automatically
231,1248,Lynx rufus,NA,Roberts2010169,1,1,Massachusetts,United States,NA,North America,12051,km2,1981,2008,0,Undefined - indirect observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unknown,NA,Management/threat are not discussed on a state level so cannot be applied. Trend described as unknown or data deficient,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,39.7729905,-86.1513998,Georeferenced - automatically
232,1249,Lynx rufus,NA,Roberts2010169,1,1,North Dakota,United States,NA,North America,36838,km2,1981,2008,0,Undefined - direct observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unknown,NA,Management/threat are not discussed on a state level so cannot be applied. Trend described as unknown or data deficient,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,30.531948,-98.357334,Georeferenced - automatically
233,1250,Lynx rufus,NA,Roberts2010169,1,1,Oregon,United States,NA,North America,248630,km2,1981,2008,0,Undefined,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unknown,NA,Management/threat are not discussed on a state level so cannot be applied. Trend described as unknown or data deficient,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,39.9869407,-95.1449753,Georeferenced - automatically
234,1251,Lynx rufus,NA,Roberts2010169,1,1,Rhode Island,United States,NA,North America,NA,km2,1981,2008,0,Undefined - indirect observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unknown,NA,Management/threat are not discussed on a state level so cannot be applied. Trend described as unknown or data deficient,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,33.7130106,-117.7950822,Georeferenced - automatically
235,1252,Lynx rufus,NA,Roberts2010169,1,1,Nova Scotia,Canada,NA,North America,43086,km2,1981,2008,1,Undefined,Undefined,Abundance,NA,NA,NA,NA,NA,NA,NA,5170,9910,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Varied: both declines and recoveries present,NA,Management/threat are not discussed on a state level so cannot be applied,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,45,-63.75,Georeferenced - automatically
236,1253,Lynx rufus,NA,Roberts2010169,1,1,Mexico,Mexico,NA,North America,1072545,km2,1981,2008,0,Undefined,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unknown,NA,Management/threat are not discussed on a state level so cannot be applied. Trend described as unknown or data deficient,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,17.9869361,-102.227958,Georeferenced - automatically
237,1254,Canis latrans,NA,Robinson1961,1,1,New Mexico,United States,NA,NA,NA,NA,1941,1960,NA,Unsystematic - direct observations,Accounted for effort,Abundance,NA,14,NA,NA,NA,16,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,36.0652997,-94.1473269,Georeferenced - automatically
238,1255,Canis latrans,NA,Robinson1961,1,1,Colorado,United States,NA,NA,NA,NA,1940,1960,NA,Unsystematic - direct observations,Accounted for effort,Abundance,NA,26,NA,NA,NA,24,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Varied: both declines and recoveries present,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,39.6796152,-104.9376995,Georeferenced - automatically
239,1256,Canis latrans,NA,Robinson1961,1,1,Wyoming,United States,NA,NA,NA,NA,1940,1960,NA,Unsystematic - direct observations,Accounted for effort,Abundance,NA,37,NA,NA,NA,3,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,39.1181681,-75.5588139,Georeferenced - automatically
240,1260,Lynx lynx,NA,Sidorovich2006265,1,1,Vitebsk region,Belarus,NA,NA,3200,km2,1985,2004,NA,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,"Trend value cant be correct, requires manual calculation",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,56.20833333,29.41666667,Within study - calculted centroid
241,1274,Lynx pardinus,NA,Simon2012,1,1,Donana,Spain,NA,NA,NA,NA,2002,2010,NA,Systematic - undefined,Undefined,Abundance,NA,34,NA,NA,NA,73,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,36.7401328,-3.9515718,Georeferenced - automatically
242,1275,Lynx pardinus,NA,Simon2012,1,1,Sierra Morena,Spain,NA,NA,NA,NA,2002,2010,NA,Systematic - undefined,Undefined,Abundance,NA,59,NA,NA,NA,179,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,39.5603408,-3.4260443,Georeferenced - automatically
243,1276,Canis lupus,NA,Sver2016,1,1,Croatia,Croatia,NA,NA,NA,NA,2009,2014,30,Systematic - direct observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,45.8012583,15.8976449,Georeferenced - automatically
244,1277,Neofelis nebulosa,NA,Talukdar2017,1,1,Patharia Hills Reserve Forest,India,NA,NA,500,km2,2011,2016,0,Unsystematic - indirect observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,"""300 respondents were selected for questionnaire... People interacted were of different age groups, village headmen, experienced people, members of community institutions, teachers, forest staffs, people dependent directly on forest produce like bamboo, a",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,24.63333333,92.25,Within study - reported centroid
245,1278,Urocyon littoralis,NA,Coonan2014,3,1,Santa Cruz,United States,NA,NA,243,km2,2004,2011,NA,Individuals identified,Model derived abundance/density,Abundance,NA,195,NA,NA,NA,840,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,Removal of golden eagles has prevented predation and competition.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,33.247581,-117.310219,Georeferenced - automatically
246,1279,Urocyon littoralis,NA,Coonan2014,1,1,San Miguel,United States,NA,NA,38,km2,2004,2011,NA,Individuals identified,Model derived abundance/density,Abundance,NA,8,NA,NA,NA,395,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,Removal of golden eagles has prevented predation and competition.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,35.7524679,-120.6962826,Georeferenced - automatically
247,1280,Urocyon littoralis,NA,Coonan2014,1,1,Santa Rosa,United States,NA,NA,216,km2,2004,2011,NA,Individuals identified,Model derived abundance/density,Abundance,NA,10,NA,NA,NA,280,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,Removal of golden eagles has prevented predation and competition.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,18.3315216,-66.7444003,Georeferenced - automatically
248,1281,Ursus americanus,NA,Wilton2015,1,1,Sand Island,United States,NA,Wisconsin,11.9,km2,2002,2010,2,Systematic - undefined,Model derived abundance/density,Density,1km2,6.3,NA,4,8.6,10.1,NA,9.3,11,95% CI,1.061,Lambda,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,47.25,-91.25,Within study - reported centroid
249,1283,Ursus americanus,NA,Wilton2015,1,1,Stockton Island,United States,NA,Wisconsin,40.7,km2,2002,2010,2,Systematic - undefined,Model derived abundance/density,Density,1km2,26.3,NA,24.7,27.9,13.1,NA,12.4,13.8,95% CI,0.914,Lambda,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Decrease,NA,"Density on Stockton Island decreased 50%in 8
years",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,47.25,-91.25,Within study - reported centroid
250,1285,Urocyon littoralis,NA,Coonan2005,1,1,"Dry Lakebed, San Miguel Island",United States,NA,NA,3.4,km2,1993,1999,NA,Individuals identified,Model derived abundance/density,Abundance,NA,54,2,NA,NA,5,2,NA,NA,SE,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,34.03972,-120.37543,Georeferenced - automatically
251,1286,Urocyon littoralis,NA,Coonan2005,1,1,"Willow Canyon, San Miguel Island",United States,NA,NA,3.59,km2,1993,1999,NA,Individuals identified,Model derived abundance/density,Abundance,NA,28,3,NA,NA,0,NA,NA,NA,SE,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,Predated on. Future threat of inbreeding.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,33.601679,-116.911984,Georeferenced - automatically
252,1287,Urocyon littoralis,NA,Coonan2005,2,1,"San Miguel Hill, San Miguel Island",United States,NA,NA,3.38,km2,1993,1999,NA,Individuals identified,Model derived abundance/density,Abundance,NA,27,0,NA,NA,1,NA,NA,NA,SE,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,Predated on. Future threat of inbreeding. Future threat of inbreeding.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,34.03972,-120.37543,Georeferenced - automatically
253,1303,Canis lupus,NA,Boitani2000,1,1,Bosnia,Bosnia and Herzegovina,NA,Europe,37000,km2,NA,NA,1,Undefined - indirect observations,Undefined,Abundance,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Not checked - Record appears robust,44.3053382,17.5961446,Georeferenced - automatically
254,1304,Canis lupus,NA,Boitani2000,1,1,Albania,Albania,NA,Europe,7000,km2,NA,NA,1,Undefined - direct observations,Undefined,Abundance,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Not checked - Record appears robust,41.329961,19.4692863,Georeferenced - automatically
255,1305,Canis lupus,NA,Boitani2000,1,1,Croatia,Croatia,NA,Europe,10000,km2,NA,NA,1,Undefined,Undefined,Abundance,NA,NA,NA,NA,NA,NA,NA,100,150,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Not checked - Record appears robust,45.8012583,15.8976449,Georeferenced - automatically
256,1306,Canis lupus,NA,Boitani2000,1,1,Czech republic,Czech Republic,NA,Europe,1500,km2,NA,NA,1,Undefined - indirect observations,Undefined,Abundance,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,Future threat fragmentation,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Checked - location is approximate,49.8167003,15.4749544,Georeferenced - automatically
257,1307,Canis lupus,NA,Boitani2000,1,1,Finland,Finland,NA,Europe,NA,km2,NA,NA,1,Undefined - indirect observations,Undefined,Abundance,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Varied: both declines and recoveries present,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Not checked - Record appears robust,63.9102958,25.0120168,Georeferenced - automatically
258,1308,Canis lupus,NA,Boitani2000,1,1,France,France,NA,Europe,1000,km2,NA,NA,1,Undefined - indirect observations,Undefined,Abundance,NA,NA,NA,NA,NA,NA,NA,30,40,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Not checked - Record appears robust,48.9657979,-1.4427483,Georeferenced - automatically
259,1309,Canis lupus,NA,Boitani2000,1,1,Italy,Italy,NA,Europe,25000,km2,NA,NA,1,Undefined,Undefined,Abundance,NA,NA,NA,NA,NA,NA,NA,400,500,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Not checked - Record appears robust,45.0249632,7.6718367,Georeferenced - automatically
260,1310,Canis lupus,NA,Boitani2000,1,1,Lithuania,Lithuania,NA,Europe,65300,km2,NA,NA,1,Undefined - indirect observations,Undefined,Abundance,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Not checked - Record appears robust,55.6806532,26.6303355,Georeferenced - automatically
261,1311,Canis lupus,NA,Boitani2000,1,1,Macedonia,"Macedonia, The former Yugoslav Republic of",NA,Europe,25713,km2,NA,NA,1,Undefined,Undefined,Abundance,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Checked - location is approximate,41.66667,21.75,Georeferenced - automatically
262,1312,Canis lupus,NA,Boitani2000,1,1,Norway,Norway,NA,Europe,NA,km2,NA,NA,1,Undefined - indirect observations,Undefined,Abundance,NA,NA,NA,NA,NA,NA,NA,5,10,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Varied: both declines and recoveries present,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Checked - Original is robust,64.5731537,11.5280364,Georeferenced - automatically
263,1313,Canis lupus,NA,Boitani2000,1,1,Poland,Poland,NA,Europe,NA,km2,NA,NA,1,Undefined - indirect observations,Undefined,Abundance,NA,NA,NA,NA,NA,NA,NA,600,700,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Not checked - Record appears robust,50.5458303,19.3725579,Georeferenced - automatically
264,1314,Canis lupus,NA,Boitani2000,1,1,Romania,Romania,NA,Europe,70000,km2,NA,NA,1,Undefined - indirect observations,Undefined,Abundance,NA,NA,NA,NA,NA,2500,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Not checked - Record appears robust,45.0850284,23.0704967,Georeferenced - automatically
265,1315,Canis lupus,NA,Boitani2000,1,1,Slovenia,Slovenia,NA,Europe,3500,km2,NA,NA,1,Undefined - indirect observations,Undefined,Abundance,NA,NA,NA,NA,NA,NA,NA,30,50,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,Future threat fragmentation,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Checked - location is approximate,45.8133113,14.4808369,Georeferenced - automatically
266,1316,Canis lupus,NA,Boitani2000,1,1,Spain,Spain,NA,Europe,1.00E+05,km2,NA,NA,1,Undefined,Undefined,Abundance,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Not checked - Record appears robust,39.6208638,-4.4892414,Georeferenced - automatically
267,1317,Canis lupus,NA,Boitani2000,1,1,Sweden,Sweden,NA,Europe,50000,km2,NA,NA,1,Undefined - indirect observations,Undefined,Abundance,NA,NA,NA,NA,NA,NA,NA,50,70,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Checked - Original is robust,59.6749712,14.5208584,Georeferenced - automatically
268,1318,Canis lupus,NA,Boitani2000,1,1,Switzerland,Switzerland,NA,Europe,NA,km2,NA,NA,0,Undefined,Undefined,Abundance,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unknown,NA,Trend described as unknown or data deficient,NA,NA,NA,NA,NA,NA,NA,0,1,Checked - location is approximate,46.7985624,8.2319736,Georeferenced - automatically
269,1319,Canis lupus,NA,Boitani2000,1,1,Bulgaria,Bulgaria,NA,Europe,24000,km2,NA,NA,1,Undefined - direct observations,Undefined,Abundance,NA,NA,NA,NA,NA,NA,NA,800,1000,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Not checked - Record appears robust,41.6343859,25.377078,Georeferenced - automatically
270,1320,Canis lupus,NA,Boitani2000,1,1,Estonia,Estonia,NA,Europe,20000,km2,NA,NA,1,Undefined - indirect observations,Undefined,Abundance,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Varied: both declines and recoveries present,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Not checked - Record appears robust,59.4497658,24.8368096,Georeferenced - automatically
271,1321,Canis lupus,NA,Boitani2000,1,1,Greece,Greece,NA,Europe,50000,km2,NA,NA,1,Undefined - direct observations,Undefined,Abundance,NA,NA,NA,NA,NA,NA,NA,1500,2000,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Not checked - Record appears robust,35.4674829,24.1529474,Georeferenced - automatically
272,1322,Canis lupus,NA,Boitani2000,1,1,Hungary,Hungary,NA,Europe,6000,km2,NA,NA,1,Undefined - indirect observations,Undefined,Abundance,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,Checked - location is approximate,47.1817585,19.5060937,Georeferenced - automatically
