,DataTableID,Value,Year
1211,1699,17.5,1987
1212,1699,26.3,1988
1213,1699,10.9,1988.5
1214,1699,20.1,1989
1215,1699,5.3,1989.5
1216,1699,17.3,1990
1217,1699,7.9,1990.5
1218,1699,22.3,1991
1219,1699,6.7,1991.5
1220,1699,16.3,1992
1221,1699,23.1,1992.5
1222,1699,8.6,1993
1223,1701,9,1997
1224,1701,10,1998
1225,1701,15,1999
1226,1701,5,2000
1227,1701,6,2001
1228,1701,14,2002
1229,1701,24,2003
1230,1701,31,2004
1231,1701,44,2005
1232,1701,59,2006
1233,1701,54,2007
1234,1701,64,2008
1235,1703,693,2005
1236,1703,871,2008
1237,1703,1071,2012
1238,1703,973,2015
1239,1705,9.6,1977
1240,1705,6.2,1980
1241,1707,11.2,1977
1242,1707,9.4,1978
1243,1707,9.8,1979
1244,1707,10.4,1980
1245,1708,10,1977
1246,1708,8.1,1978
1247,1708,5.2,1979
1248,1708,7.2,1980
1249,1708,9.7,1981
1250,1709,3.8,1977
1251,1709,1.1,1978
1252,1709,0.8,1979
1253,1710,11.2,1982
1254,1710,22.1,1983
1255,1710,20.7,1984
1256,1710,15.4,1985
1258,1711,23.2,1982
1264,1711,4.6,1982.5
1262,1711,15,1983
1257,1711,2.4,1983.5
1260,1711,14.7,1984
1259,1711,3.2,1984.5
1261,1711,12,1985
1265,1711,4.2,1985.5
1263,1711,12.8,1986
1266,1712,10.3,1978
1267,1712,7.5,1979
1268,1712,7.9,1980
1269,1712,17.2,1982
1270,1712,28.3,1983
1271,1712,39.1,1984
1272,1713,44.6,1984
1273,1713,12.1,1984.5
1274,1713,18.3,1985
1275,1713,3.6,1985.5
1276,1713,21,1986.5
1277,1713,7.8,1987
1278,1714,32.1,1984
1279,1714,24.6,1985
1280,1714,15,1987
1281,1716,14000,1985
1282,1716,15500,1986
1283,1716,17600,1987
1284,1716,9200,1988
1285,1716,21900,1989
1286,1716,13700,1990
1287,1716,16800,1991
1288,1716,22000,1992
1289,1716,32000,1993
1290,1716,14600,1994
1291,1716,36800,1995
1292,1716,11000,1996
1293,1716,39200,1997
1294,1716,28100,1998
1295,1716,41000,1999
1296,1716,20000,2000
1297,1716,18300,2001
1298,1716,54000,2002
1299,1716,45000,2003
1300,1716,24500,2004
1301,1716,40000,2005
1302,1717,4.6,2003
1303,1717,10.39,2008
1304,1717,14,2009
1305,1717,12.21,2010
1306,1717,17.15,2011
1307,1717,17.84,2012
1308,1718,14.1,1975
1309,1718,7.4,1976
1310,1718,5.9,1977
1311,1718,4.7,1978
1312,1718,4.4,1979
1313,1718,6.6,1980
1314,1718,8.4,1981
1315,1718,11.5,1985
1316,1718,11.2,1987
1317,1718,10.8,1988
1318,1718,15.7,1991
1319,1718,15.4,1993
1320,1718,10.6,1994
1321,1719,6.4,1992
1322,1719,6.8,1993
1323,1719,6.1,1994
1324,1719,7.1,1995
1325,1719,6.8,1996
1326,1719,7.6,1997
1327,1719,7.2,1998
1328,1719,7.7,1999
1329,1720,29.4,1986
1330,1720,24.5,1987
1331,1720,26.8,1988
1332,1720,23.2,1989
1333,1720,33.4,1990
1334,1720,33.2,1991
1335,1720,49.3,1992
1336,1720,36.6,1993
1337,1720,38.5,1994
1338,1720,42.8,1995
1339,1720,60,1996
1340,1720,43.8,1997
1341,1720,49.4,1998
1342,1721,0,1980
1343,1721,282,2008
1344,1731,0.018,1995
1345,1731,0.18,1996
1346,1731,0.02,1997
1347,1731,0.016,1999
1348,1731,0,2001
1349,1731,0,2002
1350,1731,0,2003
1351,1731,0,2004
1352,1731,0.03,2006
1353,1731,0,2007
1354,1731,0,2008
1355,1731,0,2009
1356,1732,0.01,1995
1357,1732,0.015,1996
1358,1732,0,1997
1359,1732,0.006,1999
1360,1732,0.019,2001
1361,1732,0.025,2002
1362,1732,0.005,2003
1363,1732,0,2004
1364,1732,0,2006
1365,1732,0.005,2007
1366,1732,0,2008
1367,1732,0,2009
1368,1740,105000,1960
1369,1740,130000,1990
1370,1741,2.7,1996
1371,1741,3.2,1997
1372,1741,2.5,1998
1373,1741,2,1999
1374,1741,1.6,2000
1375,1741,1.2,2001
1376,1741,1.3,2002
1377,1741,1.5,2003
1378,1743,2.9,2000
1379,1743,2.7,2001
1380,1743,2.9,2002
1381,1743,2.9,2003
1382,1744,117.67,2003
1383,1744,49.91,2004
1384,1750,0.05,1990
1385,1750,0.07,1990.5
1386,1750,0.1,1991
1387,1750,0.04,1991.5
1388,1750,0.05,1992
1389,1750,0.04,1992.5
1390,1751,58.1,2001
1391,1751,8.9,2005
1392,1752,0.77,1968
1393,1752,2.28,1969
1394,1752,1.96,1970
1395,1752,2.63,1971
1396,1752,2.2,1972
1397,1752,1.3,1973
1398,1752,0,1974
1399,1752,2.34,1975
1400,1752,0,1976
1401,1752,0.99,1977
1402,1752,1.46,1978
1403,1752,0.42,1979
1404,1752,0,1980
1405,1752,0,1981
1406,1752,0,1982
1407,1752,0,1983
1408,1752,0,1984
1409,1752,0,1985
1410,1752,0,1986
1411,1752,0,1987
1412,1752,3.4,1988
1413,1752,0.6,1989
1414,1752,0.3,1990
1415,1752,1.44,1991
1416,1752,0,1992
1417,1752,0.16,1993
1418,1752,0,1994
1419,1752,0.8,1995
1420,1752,0,1996
1421,1752,0,1997
1422,1752,0.1,1998
1423,1752,0,1999
1424,1752,0,2000
1425,1752,0,2001
1426,1752,0,2004
1427,1752,0,2005
1428,1752,0,2006
1429,1752,0.23,2007
1430,1752,0.14,2008
1431,1752,0,2009
1432,1759,110,1985
1433,1759,133,1986
1434,1759,111,1987
1435,1759,47,1988
1436,1759,36,1989
1437,1759,30,1990
1438,1759,28,1991
1439,1759,20,1992
1440,1759,69,1993
1441,1759,100,1994
1442,1759,113,1995
1443,1760,12,1984
1444,1760,8,1985
1445,1760,9,1986
1446,1760,7.4,1987
1447,1760,9.2,1988
1448,1760,7.3,1989
1449,1760,6.8,1990
1450,1760,2.2,1991
1451,1760,5.6,1992
1452,1760,10.8,1993
1453,1760,17.5,1994
1454,1760,8,1995
1455,1761,1.64,1981
1456,1761,1.16,1982
1457,1761,0.54,1983
1458,1761,1.02,1984
1459,1761,0.75,1985
1460,1761,0.76,1986
1461,1761,0.63,1987
1462,1761,0.77,1988
1463,1761,0.61,1989
1464,1761,0.54,1990
1465,1761,0.21,1991
1466,1761,0.41,1992
1467,1761,0.91,1993
1468,1761,1.68,1994
1469,1761,0.62,1995
1470,1763,118,1983
1471,1763,219,1984
1472,1763,161,1985
1473,1763,162,1986
1474,1763,135,1987
1475,1763,167,1988
1476,1763,132,1989
1477,1763,117,1990
1478,1763,47,1991
1479,1763,88,1992
1480,1763,197,1993
1481,1763,362,1994
1482,1763,134,1995
1483,1766,50.6,2005
1484,1766,58.1,2006
1485,1766,40.59,2007
1486,1766,42.81,2008
1487,1766,46.98,2009
1488,1766,44.48,2010
1489,1766,35.31,2011
1490,1766,55.88,2012
1491,1767,14,1959
1492,1767,17,1960
1493,1767,13,1961
1494,1767,17,1962
1495,1767,16,1963
1496,1767,11,1964
1497,1767,19,1965
1498,1767,15,1966
1499,1767,12,1967
1500,1767,13,1968
1501,1767,14,1969
1502,1767,12,1970
1503,1767,16,1971
1504,1767,11,1972
1505,1767,14,1973
1506,1767,15,1974
1507,1767,4,1975
1508,1767,17,1976
1509,1767,13,1977
1510,1767,9,1978
1511,1767,13,1979
1512,1767,12,1980
1513,1767,13,1981
1514,1767,11,1982
1515,1767,13,1983
1516,1767,17,1984
1517,1767,9,1985
1518,1768,1.45,1958
1519,1768,1.86,1959
1520,1768,1.28,1960
1521,1768,1.9,1961
1522,1768,1.7,1962
1523,1768,1.53,1963
1524,1768,1.96,1964
1525,1768,1.75,1965
1526,1768,1.63,1966
1527,1768,1.69,1967
1528,1768,1.73,1968
1529,1768,1.65,1969
1530,1768,1.82,1970
1531,1768,1.57,1971
1532,1768,1.75,1972
1533,1768,1.78,1973
1534,1768,0.41,1974
1535,1768,1.89,1975
1536,1768,1.75,1976
1537,1768,0.89,1977
1538,1768,1.68,1978
1539,1768,1.64,1979
1540,1768,1.74,1980
1541,1768,1.57,1981
1542,1768,1.66,1982
1543,1768,1.88,1983
1544,1768,0.84,1984
1545,1768,2.68,1985
1546,1768,1.21,1986
1547,1768,1.91,1987
1548,1768,1.78,1988
1549,1768,2.51,1989
1550,1768,2.42,1990
1551,1768,2.34,1991
1552,1768,1.99,1992
1553,1768,1.98,1993
1554,1770,2.3,1975
1555,1770,0.5,1988
1556,1774,11.4,2009
1557,1774,10,2011
1558,1775,15500,1991
1559,1775,24000,1997
1560,1775,25200,2002
1561,1775,20000,2008
1562,1776,7.9,1995
1563,1776,9.6,1996
1564,1776,7.2,1997
1565,1777,7.1,1995
1566,1777,5.9,1996
1567,1777,5.9,1997
1568,1779,15000,1991
1569,1779,22200,1997
1570,1779,22500,2002
1571,1781,265,1972
1572,1781,260,1973
1573,1781,250,1974
1574,1781,239,1975
1575,1781,125,1976
1576,1781,100,1977
1577,1781,80,1978
1578,1783,76,1970
1579,1783,44,1974
1580,1783,45,1975
1581,1783,59,1976
1582,1783,30,1977
1583,1783,25,1978
1584,1783,23,1979
1585,1783,12,1980
1586,1783,14,1981
1587,1783,11,1982
1588,1783,16,1983
1589,1783,28,1984
1590,1783,30,1985
1591,1783,23,1986
1592,1783,12,1987
1593,1783,20,1988
1594,1783,12,1989
1595,1783,25,1990
1596,1783,27,1991
1597,1783,0,1992
1598,1788,192,1967
1599,1788,2075,1994
1600,1789,4,1985
1601,1789,10,1986
1602,1789,12,1987
1603,1789,15,1988
1604,1789,19,1989
1605,1789,16,1990
1606,1789,15,1991
1607,1789,13,1992
1608,1789,9,1993
1609,1789,11,1994
1610,1789,9,1995
1611,1789,8,1996
1612,1789,5,1997
1613,1789,3,1998
1614,1789,3,1999
1615,1789,3,2000
1616,1789,4,2001
1617,1789,2,2002
1618,1789,2,2003
1619,1789,4,2004
1620,1789,4,2005
1621,1789,6,2006
1625,1789,8,2007
1622,1789,4,2008
1623,1789,4,2009
1624,1789,4,2010
1626,1793,1050,1974
1627,1793,90,1994
1628,1795,6.49,2002
1629,1795,4.9,2006
1630,1802,0.027,1991
1631,1802,0.013,1996
1632,1804,1.4,1989
1633,1804,3,1990
1634,1804,5.6,1991
1635,1804,8,1992
1636,1804,9,1993
1637,1804,10.4,1994
1638,1804,10.6,1995
1639,1808,63,1938
1640,1808,68,1983
1641,1808,91,2006
1643,1809,9,1937
1642,1809,21,1996
1644,1810,3,1987
1645,1810,4.2,1988
1646,1810,14,1989
1647,1810,17,1990
1648,1810,7.6,1991
1649,1810,4,1992
1650,1810,2.2,1993
1651,1810,2.9,1994
1652,1810,2.7,1995
1653,1814,0.18,1977
1654,1814,0.2,1995
1664,1818,4.44,2005
1655,1818,4.44,2006
1665,1818,3.33,2007
1666,1818,3.33,2008
1667,1818,3.33,2009
1656,1818,3.89,2010
1657,1818,6.67,2011
1658,1818,6.67,2012
1659,1818,7.78,2013
1660,1818,6.67,2014
1668,1818,6.11,2015
1661,1818,6.11,2016
1669,1818,5,2017
1662,1818,7.78,2018
1663,1818,8.89,2019
1670,1820,37500,1988
1671,1820,37500,2001
1672,1821,140000,1988
1673,1821,140000,2001
1674,1822,30000,1988
1675,1822,30000,2001
1676,1823,14000,1988
1677,1823,15000,2001
1678,1824,8000,1988
1679,1824,8000,2001
1680,1825,5000,1988
1681,1825,10000,2001
1682,1826,9000,1988
1683,1826,9000,2001
1684,1827,70000,1988
1685,1827,87500,2001
1686,1828,60000,1988
1687,1828,60000,2001
1688,1829,27000,1988
1689,1829,37500,2001
1690,1830,10000,1988
1691,1830,10000,2001
1692,1831,80000,1988
1693,1831,80000,2001
1694,1832,2400,1988
1695,1832,4000,2001
1696,1833,2250,1988
1697,1833,2250,2001
1698,1834,20000,1988
1699,1834,31000,2001
1700,1835,8000,1988
1701,1835,10000,2001
1702,1836,1500,1988
1703,1836,1500,2001
1704,1837,2100,1988
1705,1837,2200,2001
1706,1838,22500,1988
1707,1838,22500,2001
1708,1839,19000,1988
1709,1839,23000,2001
1710,1840,1000,1988
1711,1840,2000,2001
1712,1841,8500,1988
1713,1841,19000,2001
1714,1842,12500,1988
1715,1842,25000,2001
1716,1843,22500,1988
1717,1843,20000,2001
1718,1844,4000,1988
1719,1844,4900,2001
1720,1845,4800,1988
1721,1845,5500,2001
1722,1846,5000,1988
1723,1846,6000,2001
1724,1847,6700,1988
1725,1847,10700,2001
1726,1848,24500,1988
1727,1848,27500,2001
1728,1849,7500,1988
1729,1849,15000,2001
1730,1850,300,1988
1731,1850,600,2001
1732,1851,1000,1988
1733,1851,2250,2001
1734,1852,1000,1988
1735,1852,3250,2001
1736,1853,2500,1988
1737,1853,3500,2001
1738,1854,3000,1988
1739,1854,5500,2001
1740,1855,20000,1988
1741,1855,27500,2001
1742,1856,4000,1988
1743,1856,13500,2001
1744,1857,8100,1988
1745,1857,11900,2001
1746,1858,6000,1988
1747,1858,6000,2001
1748,1859,200,1988
1749,1859,75,2001
1750,1866,100,1988
1751,1866,500,2001
1752,1867,300,1988
1753,1867,500,2001
1754,1873,300,1988
1755,1873,1600,2001
1756,1874,100,1988
1757,1874,200,2001
1758,1881,7,1992
1759,1881,16,1993
1760,1881,15,1994
1761,1881,26,1995
1762,1881,18,1996
1763,1881,20,1997
1764,1881,14,1998
1765,1881,19,1999
1766,1881,15,2000
1767,1881,14,2001
1768,1881,18,2002
1769,1881,22,2003
1770,1881,23,2004
1771,1886,173,1820
1772,1886,135,1830
1773,1886,102,1840
1774,1886,95,1850
1775,1886,14,1860
1776,1886,7,1870
1777,1886,11,1880
1778,1886,15,1890
1779,1889,76,1962
1780,1889,50,1969
1781,1889,42,1977
1782,1889,61,1979
1783,1889,92,1982
1784,1889,102,1983
1785,1889,70,1986
1786,1889,51,1990
1787,1889,60,1995
1788,1889,109,2002
1789,1889,119,2004
1790,1889,203,2006
1791,1890,22,1962
1792,1890,18,1969
1793,1890,20,1977
1794,1890,23,1979
1795,1890,40,1982
1796,1890,43,1983
1797,1890,23,1986
1798,1890,20,1990
1799,1890,25,2006
1800,1891,32,2000
1801,1891,37,2001
1802,1891,67,2002
1803,1891,19,2003
1804,1891,20,2004
1805,1891,29,2005
1806,1891,38,2006
1807,1891,18,2007
1808,1891,23,2008
1809,1891,16,2009
1810,1891,23,2010
1811,1891,19,2011
1812,1891,40,2012
1813,1891,29,2013
1814,1891,27,2014
1815,1891,20,2015
1816,1892,23.5,1984
1817,1892,31,1985
1818,1892,31,1986
1819,1892,36,1987
1820,1892,33,1988
1821,1903,10,1869
1822,1903,24,1870
1823,1903,24,1872
1824,1903,33,1873
1825,1903,24,1874
1826,1903,19,1875
1827,1903,5,1876
1828,1903,24,1877
1829,1903,5,1878
1830,1903,5,1879
1831,1903,5,1880
1832,1903,10,1883
1833,1903,29,1884
1834,1903,10,1885
1835,1903,0,1886
1836,1903,0,1887
1837,1903,0,1888
1838,1903,14,1889
1839,1903,0,1890
1840,1903,10,1891
1841,1903,0,1892
1842,1903,5,1893
1843,1903,10,1894
1844,1903,5,1895
1845,1903,0,1896
1846,1903,30,1897
1847,1903,95,1899
1848,1903,76,1902
1849,1904,1.37,2009
1850,1904,1.41,2013
1851,1905,0.69,2009
1852,1905,0.7,2013
1853,1906,0.69,2009
1854,1906,0.7,2013
1855,1907,1.7,2009
1856,1907,1.66,2013
1857,1908,1.01,2009
1858,1908,1.01,2013
1859,1909,0.32,2009
1860,1909,0.32,2013
1861,1910,1.7,2009
1862,1910,1.71,2013
1863,1911,0.34,2009
1864,1911,0.33,2013
1865,1912,0.34,2009
1866,1912,0.34,2013
1867,1920,96,1997
1868,1920,99,1998
1869,1920,101,1999
1870,1920,134,2000
1871,1920,128,2001
1872,1920,137,2002
1873,1920,143,2003
1874,1920,180,2004
1875,1920,200,2005
1876,1920,241,2006
1877,1920,191,2007
1878,1920,203,2008
1879,1920,150,2009
1880,1920,140,2010
1881,1921,20.5,1920
1882,1921,76.4,1979
1883,1921,54.2,1993
1884,1921,99.2,2009
1885,1923,71,1982
1886,1923,76,1983
1887,1923,91,1984
1888,1923,93,1985
1889,1923,116,1986
1890,1923,193,1987
1891,1923,162,1988
1892,1923,110,1989
1893,1923,149,1990
1894,1923,199,1991
1895,1923,199,1992
1896,1923,202,1993
1897,1923,220,1994
1898,1923,280,1995
1899,1923,300,1996
1900,1923,310,1997
1901,1923,330,1998
1902,1923,380,1999
1903,1923,382,2000
1904,1923,387,2001
1905,1923,400,2002
1906,1923,413,2003
1907,1923,450,2004
1908,1923,506,2005
1909,1923,468,2006
1910,1923,480,2007
1911,1924,61.7,2007
1912,1924,69.8,2008
1913,1924,72.2,2009
1914,1925,61.8,2007
1915,1925,66.3,2008
1916,1925,31.8,2009
1917,1926,64.1,2007
1918,1926,48.6,2008
1919,1926,40.1,2009
1920,1927,13.6,2007
1921,1927,9.3,2008
1922,1927,7.7,2009
1923,1928,0.14,1998
1924,1928,0.48,1998.33
1925,1928,0.23,1998.66
1926,1928,0.14,1998.99
1927,1928,0.22,1999.32
1928,1928,0.12,1999.65
1929,1929,0.18,1998
1930,1929,0.67,1998.33
1931,1929,0.21,1998.66
1932,1929,0.2,1998.99
1933,1929,0.34,1999.32
1934,1929,0.18,1999.65
1935,1930,96,2003
1936,1930,4,2004
1937,1930,70,2007
1938,1930,123,2010
1939,1931,25,1975
1940,1931,33,1976
1941,1931,35,1977
1942,1931,18,1980
1943,1931,28,1981
1944,1931,36,1982
1945,1931,44,1983
1946,1931,39,1984
1947,1931,44,1985
1948,1931,45,1986
1949,1931,49,1987
1950,1931,52,1988
1951,1931,53,1989
1952,1931,46,1990
1953,1931,37,1991
1954,1931,34,1992
1955,1931,36,1993
1956,1931,42,1994
1957,1932,0.37,2003
1958,1932,0.34,2004
1959,1932,0.3,2005
1960,1932,0.38,2006
1961,1932,0.39,2007
1962,1933,0.25,2003
1963,1933,0.25,2004
1964,1933,0.19,2005
1965,1933,0.13,2006
1966,1933,0.14,2007
1967,1934,0.62,2003
1968,1934,0.54,2004
1969,1934,0.4,2005
1970,1934,0.48,2006
1971,1934,0.34,2007
1972,1935,0.35,2003
1973,1935,0.3,2004
1974,1935,0.35,2005
1975,1935,0.34,2006
1976,1935,0.31,2007
1977,1936,0.32,2003
1978,1936,0.2,2004
1979,1936,0.29,2005
1980,1936,0.24,2006
1981,1936,0.29,2007
1982,1937,0.47,2003
1983,1937,0.3,2004
1984,1937,0.49,2005
1985,1937,0.28,2006
1986,1937,0.44,2007
1987,1938,12,1962
1988,1938,100,1975
1989,1939,100,1975
1990,1939,100,1983
1991,1940,100,1983
1992,1940,29,1998
1993,1941,8.9,1982
1994,1941,5.4,1983
1995,1941,3.3,1984
1996,1941,1.3,1985
1997,1942,8.6,1982
1998,1942,4,1983
1999,1942,3,1984
2000,1942,0.9,1985
2001,1943,3.78,1959
2002,1943,3.85,1960
2003,1943,3.83,1961
2004,1943,3.78,1962
2005,1943,3.83,1963
2006,1943,3.81,1964
2007,1943,3.73,1965
2008,1943,3.69,1966
2009,1943,3.66,1967
2010,1943,3.66,1968
2011,1943,3.74,1969
2012,1943,3.66,1970
2013,1943,3.69,1971
2014,1943,3.66,1972
2015,1943,3.46,1973
2016,1943,3.58,1974
2017,1943,3.53,1975
2018,1943,3.69,1976
2019,1943,3.58,1977
2020,1943,3.46,1978
2021,1943,3.54,1979
2022,1943,3.46,1980
2023,1945,0.25,1992
2024,1945,0.25,1995
2025,1945,0.31,1998
2026,1945,0.27,2001
2027,1946,0.05,1992
2028,1946,0.09,1995
2029,1946,0.12,1998
2030,1946,0.12,2001
2031,1947,0.1,1992
2032,1947,0.14,1995
2033,1947,0.18,1998
2034,1947,0.18,2001
2035,1948,0.14,1992
2036,1948,0.24,1995
2037,1948,0.28,1998
2038,1948,0.23,2001
2039,1951,10,1987
2040,1951,14,1988
2041,1951,12,1989
2042,1951,33,1990
2043,1951,29,1991
2044,1951,41,1992
2045,1951,55,1993
2046,1951,48,1994
2047,1951,66,1995
2048,1951,70,1996
2049,1951,56,1997
2050,1951,49,1998
2051,1951,74,1999
2052,1951,97,2000
2053,1951,123,2001
2054,1951,183,2002
2055,1951,182,2003
2056,1951,152,2004
2057,1951,256,2005
2058,1951,316,2006
2059,1951,422,2007
2060,1951,497,2008
2061,1951,524,2009
2062,1951,566,2010
2063,1951,653,2011
2064,1951,625,2012
2065,1952,21,1995
2066,1952,40,1996
2067,1952,86,1997
2068,1952,112,1998
2069,1952,107,1999
2070,1952,153,2000
2071,1952,189,2001
2072,1952,217,2002
2073,1952,234,2003
2074,1952,272,2004
2075,1952,252,2005
2076,1952,311,2006
2077,1952,359,2007
2078,1952,302,2008
2079,1952,320,2009
2080,1952,343,2010
2081,1952,328,2011
2082,1952,277,2012
2083,1953,14,1995
2084,1953,42,1996
2085,1953,71,1997
2086,1953,114,1998
2087,1953,156,1999
2088,1953,187,2000
2089,1953,251,2001
2090,1953,263,2002
2091,1953,345,2003
2092,1953,422,2004
2093,1953,512,2005
2094,1953,673,2006
2095,1953,732,2007
2096,1953,856,2008
2097,1953,870,2009
2098,1953,777,2010
2099,1953,769,2011
2100,1953,683,2012
2101,1954,169.8,1993
2102,1954,111.1,1996
2103,1954,140.6,1999
2104,1954,280.6,2002
2105,1954,202.5,2005
2106,1954,189.6,2008
2107,1955,387.9,1993
2108,1955,310.9,1996
2109,1955,351.3,1999
2110,1955,389.6,2002
2111,1955,337.1,2005
2112,1955,164.3,2008
2113,1963,1000,1998
2114,1963,261,2015
2115,1964,9.25,2005
2116,1964,8.5,2006
2117,1964,7.25,2007
2118,1964,8.1,2008
2119,1964,7,2009
2120,1964,6.55,2010
2121,1964,6.3,2011
2122,1964,6.65,2012
2123,1964,7.75,2013
2124,1966,2.2,1989
2125,1966,2.4,1990
2126,1966,1.8,1991
2127,1966,1.4,1992
2128,1966,2,1993
2129,1966,2.1,1995
2130,1966,2.2,1996
2131,1966,2.5,1997
2132,1967,1.5,1983
2133,1967,2.1,1984
2134,1967,2.1,1985
2135,1967,1.5,1986
2136,1967,2.7,1987
2137,1967,1.6,1988
2138,1967,1.2,1989
2139,1967,1.8,1990
2140,1967,2,1991
2141,1967,1,1992
2142,1967,1.3,1993
2143,1967,1.25,1994
2144,1967,0.8,1995
2145,1967,0.9,1996
2146,1967,1.3,1997
2147,1968,1.25,1983
2148,1968,1.4,1984
2149,1968,1.25,1985
2150,1968,1,1986
2151,1968,1,1987
2152,1968,1.2,1988
2153,1968,1.1,1989
2154,1968,1.15,1990
2155,1968,1.3,1991
2156,1968,1.25,1992
2157,1968,1,1993
2158,1968,1.25,1995
2159,1968,1.2,1996
2160,1968,1.15,1997
2161,1969,1,1985
2162,1969,0.9,1987
2163,1969,0.8,1988
2164,1969,0.2,1989
2165,1969,0.6,1990
2166,1969,0.7,1991
2167,1969,0.55,1992
2168,1969,0.9,1993
2169,1969,0.7,1994
2170,1969,0.6,1995
2171,1969,0.9,1996
2172,1969,0.6,1997
2173,1970,0.95,1983
2174,1970,1.4,1984
2175,1970,0.8,1985
2176,1970,0.95,1986
2177,1970,0.4,1989
2178,1970,0.9,1990
2179,1970,0.8,1991
2180,1970,0.3,1992
2181,1970,0.5,1993
2182,1970,0.45,1994
2183,1970,0.7,1995
2184,1970,0.8,1996
2185,1970,0.45,1997
2186,1971,0.65,1983
2187,1971,0.8,1984
2188,1971,1.2,1985
2189,1971,0.8,1986
2190,1971,0.9,1987
2191,1971,1.6,1989
2192,1971,0.8,1990
2193,1971,1,1991
2194,1971,0.7,1992
2195,1971,0.9,1993
2196,1971,0.8,1994
2197,1971,0.45,1995
2198,1971,0.5,1996
2199,1971,1,1997
2200,1972,0.95,1985
2201,1972,0.9,1986
2202,1972,0.9,1987
2203,1972,1.1,1988
2204,1972,0.7,1989
2205,1972,1.1,1990
2206,1972,0.6,1991
2207,1972,0.75,1992
2208,1972,0.6,1993
2209,1972,0.65,1994
2210,1972,0.7,1995
2211,1972,0.6,1996
2212,1972,1,1997
2213,1973,0.8,1990
2214,1973,0.5,1991
2215,1973,0.9,1992
2216,1973,0.95,1993
2217,1973,0.85,1994
2218,1973,1.2,1995
2219,1973,0.8,1996
2220,1973,0.75,1997
2221,1974,0.6,1983
2222,1974,0.95,1984
2223,1974,0.75,1985
2224,1974,1.1,1987
2225,1974,1.1,1988
2226,1974,1.1,1989
2227,1974,1.2,1990
2228,1974,1.3,1991
2229,1974,0.6,1992
2230,1974,1.25,1993
2231,1975,6,1975
2232,1975,11.5,2007
2233,1976,30,1987
2234,1976,37,1988
2235,1976,28,1989
2236,1976,36,1990
2237,1976,44,1991
2238,1976,34,1992
2239,1976,37,1993
2240,1976,44,1994
2241,1976,44,1995
2242,1976,47,1996
2243,1978,44,1996
2244,1978,26,1997
2245,1978,35,1998
2246,1978,34,1999
2247,1978,35,2000
2248,1978,35,2001
2249,1981,0.8,2002
2250,1981,0.95,2003
2251,1981,1,2004
2252,1981,1,2005
2253,1981,1.05,2006
2254,1981,1.25,2007
2255,1982,1.9,2003
2256,1982,1.85,2004
2257,1982,2.25,2005
2258,1982,2.35,2006
2259,1982,2.65,2007
2260,1983,0.95,2003
2261,1983,0.95,2004
2262,1983,0.85,2005
2263,1983,1.05,2006
2264,1983,0.8,2007
2265,1984,0.8,2006
2266,1984,0.9,2007
2267,1984,0.65,2008
2268,1984,0.7,2009
2269,1984,0.5,2010
2270,1984,0.3,2011
2271,1984,0.25,2012
2272,1985,0.65,2006
2273,1985,0.45,2007
2274,1985,0.4,2008
2275,1985,0.4,2009
2276,1985,0.45,2010
2277,1985,0.5,2011
2278,1985,0.5,2012
2279,1987,0,1893
2280,1987,0,1894
2281,1987,0,1895
2282,1987,0,1896
2283,1987,3,1897
2284,1987,3,1898
2285,1987,1,1899
2286,1987,5,1900
2287,1987,0,1901
2288,1987,1,1902
2289,1987,9,1903
2290,1987,1,1904
2291,1987,0,1905
2292,1987,2,1906
2293,1987,3,1907
2294,1987,8,1908
2295,1987,5,1909
2296,1987,23,1910
2297,1987,22,1911
2298,1987,7,1912
2299,1987,7,1913
2300,1987,2,1914
2301,1987,4,1915
2302,1987,1,1916
2303,1987,0,1917
2304,1987,0,1918
2305,1987,0,1919
2306,1987,0,1920
2307,1987,0,1921
2308,1987,0,1922
2309,1987,0,1923
2310,1987,0,1924
2311,1987,0,1925
2312,1987,0,1926
2313,1987,0,1927
2314,1987,0,1928
2315,1987,0,1929
2316,1987,0,1930
2317,1987,0,1931
2318,1987,0,1932
2319,1987,0,1933
2320,1987,0,1934
2321,1987,0,1935
2322,1987,0,1936
2323,1987,0,1937
2324,1987,0,1938
2325,1987,0,1939
2326,1987,0,1940
2327,1987,0,1941
2328,1987,0,1942
2329,1987,0,1943
2330,1987,0,1944
2331,1987,0,1945
2332,1987,0,1946
2333,1987,0,1947
2334,1987,0,1948
2335,1987,0,1949
2336,1987,0,1950
2337,1987,0,1951
2338,1987,0,1952
2339,1987,0,1953
2340,1987,0,1954
2341,1987,0,1955
2342,1988,1,1893
2356,1988,0,1894
2370,1988,1,1895
2369,1988,0,1896
2368,1988,0,1897
2367,1988,0,1898
2366,1988,0,1899
2365,1988,2,1900
2364,1988,1,1901
2363,1988,0,1902
2362,1988,1,1903
2361,1988,5,1904
2360,1988,3,1905
2359,1988,3,1906
2372,1988,4,1907
2350,1988,3,1908
2343,1988,1,1909
2344,1988,2,1910
2345,1988,0,1911
2346,1988,2,1912
2347,1988,2,1913
2358,1988,0,1914
2349,1988,4,1915
2357,1988,1,1916
2351,1988,3,1917
2352,1988,3,1918
2353,1988,3,1919
2354,1988,2,1920
2355,1988,4,1921
2373,1988,2,1922
2348,1988,1,1923
2387,1988,1,1924
2402,1988,4,1925
